age,gender,height_cm,weight_kg,Excersise,class
31,M,169.2,74.6,0,A
27,M,182.3,77.9,1,B
24,M,178.8,84.5,1,B
51,F,152.1,53.9,0,D
24,F,160.9,50.5,0,B
64,F,159.9,56.7,1,A
34,F,162.6,52.1,0,A
52,F,156.9,58.68,0,D
24,M,180.6,61.9,0,D
28,M,169,70.7,1,B
45,M,172.5,79.8,0,D
25,M,171.6,70.1,1,B
23,M,172.5,58.3,0,A
61,F,161.2,59.2,1,A
50,M,165.4,67.9,0,B
36,M,167,73.1,1,C
25,F,151.8,58.8,0,D
29,F,152.1,44.3,1,C
23,F,162.2,57.5,1,C
27,F,155.8,52.4,0,B
26,F,166.4,62.7,0,D
54,M,173.4,94.1,0,D
50,M,172.1,73.62,1,C
41,F,157.5,51.8,0,A
34,M,185.1,85.3,1,B
27,F,176.4,61.1,0,B
22,F,160.1,57.18,0,D
36,F,162.6,57.7,1,C
46,M,161.4,57.46,1,C
28,M,168.4,70.7,1,C
30,M,174.1,76.02,0,A
21,F,165,51.8,1,C
56,F,152.1,55.7,1,A
61,M,179.7,78.2,0,D
21,M,162.5,53.3,0,D
30,M,180.1,78.1,0,A
23,F,162.6,64.3,1,C
27,M,178.5,82.3,1,B
23,M,179.1,81.6,1,B
30,F,162.6,59.6,1,A
53,M,160.4,58.8,0,D
24,M,170.2,67,1,C
37,M,171.3,72.1,1,B
41,M,175.3,77.2,0,A
36,M,170,72.1,1,C
47,F,159.1,50.6,1,C
58,F,156.2,55.3,0,D
23,M,170.9,72.5,0,D
56,M,164.7,66.8,0,A
63,F,159.3,60.9,1,C
23,M,170.6,68.5,1,C
46,M,172.2,76.1,0,D
61,M,167.1,62.4,0,A
40,F,159.4,52.6,0,A
21,F,165.2,59.1,0,B
44,M,183.4,88.9,0,D
22,M,169.1,66.9,1,C
21,M,164.7,76,0,A
24,F,160.6,55.3,1,A
64,F,148.2,53.1,0,B
51,M,175.5,66,0,A
50,F,156,44.4,0,B
21,F,156,55.7,1,A
60,F,160.8,66.1,0,D
32,M,177.5,74.7,1,B
62,F,155.8,62.54,0,B
40,M,177.3,75.3,1,B
47,M,169.1,66.1,1,C
39,F,163.2,57.6,0,D
25,M,170.3,68.3,1,C
43,M,170.1,76.7,0,A
28,M,181.7,82.5,0,A
39,M,179.2,79.4,1,B
30,F,166.3,51.1,0,B
57,F,152.6,50,0,D
36,M,176.1,74.2,1,B
35,F,162.8,54.5,0,B
31,M,164.7,62.9,1,C
60,F,162.2,67.3,0,D
54,M,178.9,78.9,1,C
36,F,159.1,54.6,0,B
62,M,171.6,75.8,0,D
27,M,168.4,65.2,0,D
31,M,172.4,61.8,1,C
21,M,178,64,1,B
43,F,163.6,78.2,0,D
21,M,177.3,81.4,0,D
46,M,172,74.5,0,B
27,M,172,60.4,0,A
40,F,165,53.1,0,A
31,F,164,52.4,0,B
35,M,184.5,109.9,0,D
21,M,178.3,73.14,1,B
47,M,178.6,79.1,0,B
62,F,155.7,61.04,0,B
39,F,152.1,46.1,1,C
49,F,166.9,66.8,0,D
27,M,170.5,72,1,C
46,M,166.5,58.9,0,B
62,M,167.3,71.1,0,B
51,M,172.3,104.5,0,D
26,M,175.4,60.3,0,A
55,M,174,80.9,0,A
31,M,169.2,65.1,1,C
25,M,172.3,92,0,D
31,F,162.1,64.7,1,C
51,M,166.7,78.4,0,B
62,M,175.9,66,1,C
21,M,177.5,76.4,1,C
21,F,156.2,52.3,0,B
36,M,169.3,57.9,1,B
64,F,153.2,51.3,1,C
42,M,169.1,75.8,0,A
25,M,169,60.1,1,B
26,M,183.6,83.8,1,B
33,M,169.9,77.3,0,A
49,M,177.6,66,0,D
50,M,167.9,56.3,1,C
21,F,167.4,63.2,1,A
23,M,176,66.6,1,B
31,M,176.3,81.3,1,B
61,F,165.6,58.1,0,D
25,F,167.2,54.4,1,C
64,M,166.2,64.5,1,C
41,M,177.2,81.82,0,D
39,F,156.2,56,1,C
23,F,165.3,56.4,1,A
64,F,158.8,59.64,1,C
40,F,162.4,64.3,1,C
63,F,166.2,66.4,1,C
61,F,155.5,55.1,1,A
31,M,172.9,69.6,1,B
61,M,167.6,77.72,0,B
21,F,167.5,53.4,1,C
62,F,157.3,54.2,1,C
28,M,175,76.6,1,C
51,F,166.6,80.9,0,D
21,F,153.5,42.74,0,B
22,F,160.2,56.9,0,B
26,M,191.8,101.4,0,A
24,F,160.1,56.2,1,A
22,M,170.7,74.9,0,D
21,M,171.6,69,1,C
45,F,145.3,56.9,0,B
21,F,154.5,47.4,1,C
46,M,177.8,89.4,0,D
26,M,173,68.4,1,C
29,M,180,108.2,0,D
54,M,170.7,57.6,0,B
24,F,170.4,63.4,1,A
45,M,173.6,79.3,1,B
38,F,160.8,53.5,0,B
48,F,150.9,52.8,0,D
24,F,160.7,49.4,1,C
44,F,171,58.7,0,B
25,M,175.3,60.6,1,B
30,M,192,99.5,0,D
33,F,169.4,56.6,0,B
47,F,169.6,81.4,0,D
22,M,185.9,94.1,1,C
23,F,164.5,46.4,1,C
26,M,175.3,76.4,0,D
21,M,168,68,1,B
32,F,162.1,49.1,0,A
28,F,160.6,54.2,0,A
22,F,162.4,60.84,1,A
50,F,151,59.4,1,C
57,M,168.6,75.6,0,B
56,M,174.6,88,0,D
56,M,160.9,59.5,0,B
37,M,166.5,70.8,1,B
30,M,179.3,75.8,0,D
63,M,173.3,75.9,0,B
23,M,175.9,119.8,0,D
21,F,167,61.9,0,B
34,M,167.4,70.56,0,D
64,F,156.3,55.5,1,A
48,M,171.1,73.2,0,A
25,M,180.3,75.2,1,C
25,M,172,66,1,B
22,F,161.6,52.6,0,A
24,M,184.8,66.5,0,D
55,M,174.9,81.5,0,B
45,M,172.2,71.2,1,C
21,F,157.5,47.5,0,B
61,M,161.4,62.5,0,D
30,M,173.6,77.6,1,C
26,F,162.1,57,1,A
25,M,166.9,71.5,1,B
22,F,150.8,41.3,1,C
21,M,179.6,64.6,0,D
40,M,166.8,59.54,1,B
23,F,170,98.1,0,D
25,M,167.1,64.2,0,A
22,M,169.3,90.3,0,D
45,M,170.1,66.8,1,B
21,M,165,59.9,1,C
27,M,167.9,62.3,1,C
23,F,178.4,75.5,1,C
25,M,170.9,58.4,0,D
26,M,179.7,82.1,0,D
40,F,158.7,52.8,0,A
32,M,171.9,66.4,1,B
31,F,167.8,58.5,0,B
56,F,154.4,53.3,1,C
60,M,166.7,68.6,0,A
61,M,167.8,64.2,0,A
64,F,152.7,49.5,1,C
40,F,168.5,58.4,1,A
55,F,156.6,53.6,0,A
28,M,170.2,72.2,1,B
36,F,161.2,57.4,1,C
31,F,162.3,64.1,1,C
27,M,172.5,74.9,1,B
62,M,171,75.3,0,B
32,F,153,46.7,1,C
26,M,171.3,78,1,C
33,M,175.1,80.6,0,A
51,F,161.7,48.2,0,A
21,F,154.3,48.1,0,B
28,M,170.1,69.9,1,C
37,M,175.1,86.4,0,A
21,M,178.7,87.8,0,D
31,M,167.8,61.36,0,D
35,M,171.6,82.1,1,B
62,M,167.2,67.4,0,A
25,M,177.8,83.5,0,D
62,M,163.4,58.4,1,C
34,F,159.9,50.2,0,B
41,F,170,76.5,0,D
28,M,173.6,71.4,1,C
62,M,166.3,59.5,0,B
35,M,163.1,58.42,1,B
31,F,160.1,52.4,1,C
37,F,155.2,46.4,0,A
28,M,183,70.88,1,C
46,M,168.5,65.6,1,C
29,M,172.6,65.3,0,A
40,M,179.8,75.3,0,A
49,M,181,84.6,1,C
22,F,166.8,54.6,0,A
28,M,171,72,1,C
45,F,161.7,57.6,0,B
25,M,170,60.1,1,B
21,F,156.3,70.4,0,D
27,M,179,78.7,0,A
27,M,166.4,67.7,1,C
31,M,171.9,96.6,0,D
28,M,172,74.2,1,B
27,M,181.4,88.74,0,D
47,M,180.7,89.1,1,C
48,F,158.4,52.3,0,D
26,F,161.7,48.1,0,B
49,F,159.2,64.8,0,D
26,F,163.1,46.1,0,D
26,M,170.9,93.7,1,B
23,M,181.5,82.5,1,C
50,M,171.3,71.9,0,B
45,F,157.4,56.4,1,A
24,M,175.1,75.5,0,D
22,M,184.9,76.6,1,C
59,F,152.3,54.7,0,B
64,F,152,62.1,1,A
26,M,170.2,66.9,1,C
26,M,180.1,81.4,0,A
39,M,176.1,70.4,1,B
43,F,166.7,55.4,1,A
23,M,172.1,59.7,0,D
48,F,166,60.7,0,B
53,M,164.9,60.3,0,B
52,M,177.8,77.8,1,C
49,M,191.4,81.3,1,C
35,M,174.1,65.4,1,C
26,M,172.5,68.4,1,B
45,M,178,71.6,1,B
24,F,161.7,52.3,1,C
21,F,149.3,43.7,0,D
60,M,175.6,77.6,0,B
24,M,167.5,69.4,0,D
23,F,163,68.4,0,D
21,M,167.5,56.2,0,A
25,M,166.3,65,0,A
33,M,178.8,83.3,0,D
22,M,180.3,65.2,1,C
34,M,170.8,78.1,0,D
41,F,157.4,54,0,B
34,M,180,72.28,1,B
25,F,169.5,57.56,0,B
26,F,158.7,55.8,0,B
21,M,179,84.1,0,D
39,M,178.2,73.9,1,B
31,M,187,92.5,0,D
22,F,170.9,49.64,1,C
29,M,176.2,74.9,1,B
53,M,172.3,71.6,0,B
33,M,184.6,85.4,0,D
23,F,160.7,45.2,0,A
31,M,179.9,78.4,1,C
46,M,170.6,86.3,0,D
63,F,162.3,59,0,D
21,M,177.6,66.4,1,B
64,F,157.8,61.4,0,B
64,F,157.5,69,0,D
33,M,171.6,93.44,1,B
56,M,166.7,64.9,0,B
48,M,184.4,86.1,0,B
25,M,172.9,74.38,0,D
29,M,183.9,75.7,0,D
30,F,159,59.4,0,B
60,F,156.6,57.9,0,B
22,F,159.2,53.3,1,C
60,F,155.5,46.2,0,D
25,M,173.6,74,0,A
60,F,150.9,65.1,0,D
58,M,172.2,67,1,C
27,M,175,82.5,1,B
22,F,163.8,61.7,1,C
53,F,156.7,62.6,0,D
23,M,166.4,71.62,0,D
35,F,164,58,1,C
25,M,172.3,70.9,0,D
34,M,178.3,72.4,1,C
23,F,162.8,53,1,C
41,F,161.1,52.6,0,A
46,M,172.9,75.8,0,A
41,F,158,50.5,0,A
21,M,172.1,64.8,1,B
37,F,170.1,52.06,0,B
31,M,164.9,77.38,1,B
22,M,176.8,73.4,0,D
26,M,175.6,85.4,1,B
62,M,169.3,66.9,0,B
23,M,181.1,77.9,0,A
60,F,149.3,45.1,0,D
28,M,168.6,59.1,1,C
28,M,184.5,91.6,0,A
22,M,167.2,76.5,0,D
33,F,158.9,51.1,0,D
46,F,159.2,62.3,0,D
49,M,170.2,69.7,0,A
58,M,172.5,62.3,0,B
54,F,150.2,48.3,0,D
42,F,153.9,50.1,0,D
23,M,171.9,64.7,1,C
50,M,170.4,71.2,0,B
21,M,176.5,63.1,1,C
60,M,168.4,64.2,0,B
29,F,155.7,48.3,1,C
35,M,168.8,72.7,1,B
25,F,162.6,52,1,C
48,F,162.8,56.6,1,A
34,F,162,52.3,0,A
40,M,178.4,80.3,0,D
37,M,166.3,63.72,1,B
28,F,161.1,59.3,1,C
63,M,178.3,100.6,0,D
23,F,161.9,57.1,0,B
41,M,174.3,83.2,0,D
55,M,177.3,76.5,1,C
24,M,174.5,75.7,0,D
43,F,155.1,50,0,B
60,M,166.5,77.4,1,C
35,M,184.5,98.4,0,D
52,F,160.1,55.4,0,B
61,M,178,64.9,0,B
24,M,179.2,66.8,1,B
21,M,172.9,71.4,1,C
54,F,156.8,68.4,0,D
25,M,177.1,76.3,0,D
34,M,170.9,65.4,0,D
22,M,179.4,90.6,0,D
28,M,171.5,89,1,C
37,M,170,74,1,B
62,M,165.9,62.22,0,B
29,F,155.6,57.7,0,D
53,F,151.9,54.7,0,B
62,M,170.8,76.4,0,A
26,M,173.5,64.28,0,A
56,M,166.2,70.2,0,D
21,M,169.1,72.4,1,B
31,M,177,90,0,D
24,M,173.3,75.6,0,D
56,F,151.5,54.7,0,A
50,F,156.3,59.2,1,C
22,M,174.2,71.4,1,B
61,F,159.1,53.6,0,A
48,M,171.1,73.2,1,C
64,M,164.7,64.3,0,B
53,F,154.7,49.1,0,B
37,F,167.2,57.6,1,C
36,M,168.6,66.8,1,B
38,M,179,79.6,1,C
38,M,164.2,61,1,C
64,F,160.3,56.8,1,C
28,F,155.2,47.1,0,B
40,M,165.2,77.9,0,D
63,M,164.9,61.3,1,C
26,M,179.5,74.7,1,B
37,M,174.6,83,0,D
42,M,180,78,1,B
24,M,173.4,63.9,0,D
21,M,174.5,82.14,1,C
23,F,158.8,53.2,1,C
28,F,161,47.8,0,B
23,M,179.9,78.9,0,D
52,M,178.4,77.5,0,A
45,M,173.3,74.7,0,A
24,M,183.6,96.5,0,D
47,M,167.3,64.3,0,B
26,M,181.7,76.1,1,B
60,M,166.8,54.2,0,A
46,M,170.7,80,0,D
27,M,171.2,64.3,0,A
32,M,179.2,83.4,1,C
24,F,155.4,65.4,0,D
28,M,173,80.2,1,B
30,M,181.2,74.7,0,A
58,M,171.1,71.3,0,D
33,F,162.2,52.5,0,B
47,M,164.4,72.9,0,D
30,F,166.7,65,0,D
26,M,177.2,77.2,1,C
29,M,182,80.2,1,C
26,M,170.7,68.9,1,B
31,F,165.1,73.8,0,B
25,M,170.6,66.5,0,A
64,F,154.6,58.8,0,D
22,F,155.2,63.2,0,B
24,M,177.9,83.8,1,B
57,M,167.7,67.9,1,C
43,M,177.6,69.6,0,A
29,M,180.4,79.1,1,C
52,M,186.6,103.26,0,D
22,M,170.1,71.2,1,B
26,F,153.4,48.6,1,C
58,M,165.6,70,0,B
63,M,160.4,53.5,1,C
62,M,164.3,65.9,0,A
25,F,162.1,53,1,C
61,M,168.4,72.1,1,C
21,M,179.2,72.4,1,B
41,M,172.5,65.8,1,C
26,M,175,71.7,0,A
28,M,171.6,69.8,1,C
42,M,177,83,1,B
27,M,170,69.3,0,D
21,M,181.9,70.02,1,B
32,M,166.6,68.1,1,C
30,F,163.1,63.3,1,C
34,M,170.2,79.3,0,D
41,F,160.2,65.1,0,D
52,M,178.5,91.6,1,C
46,M,173.4,72.7,0,B
31,F,167.5,56.2,1,A
53,F,155.5,53.3,0,A
39,M,170.2,80.1,0,D
45,M,172.5,64.4,1,C
24,F,163.1,48.4,0,B
25,M,172.3,82.5,1,B
23,F,156.7,58.1,0,B
60,M,179.4,89.74,0,D
27,M,176.9,76.6,1,C
22,M,185.8,94.1,1,C
34,M,183.4,81.1,1,C
46,F,161.8,59.7,0,D
64,M,170.4,66,0,B
62,F,161.7,60,0,B
48,M,172.6,71.2,0,B
62,M,164.3,65.86,0,A
26,M,179.9,75.1,0,A
29,M,178.2,83.1,1,C
42,M,178,74.6,0,D
24,M,167.2,61.4,1,C
43,M,174.7,67.5,1,B
41,M,162,61.5,0,A
27,M,165,64.3,1,C
30,M,172.3,71.44,1,B
55,M,167.3,76,0,D
24,F,159.3,55,0,A
43,M,175.1,69.9,0,A
21,M,173.4,60.4,1,C
36,F,161.6,57.3,1,C
26,M,180.6,78.4,0,D
24,M,181.3,69.2,1,C
52,F,163.5,65.8,0,B
37,M,181.2,95.1,1,B
22,F,161,55.9,1,A
62,M,169.3,66.2,0,D
21,F,162.1,52.7,0,A
22,M,183,72.9,0,D
28,M,175.2,70.8,1,C
22,F,167.9,57.6,0,D
60,M,159.9,57.8,1,C
58,F,156.1,51.9,1,C
41,M,172.1,77.5,1,C
24,F,161.1,51.2,0,A
53,F,151.9,59.6,0,B
30,F,153.3,54.6,1,C
29,M,175.6,75.9,0,A
63,M,171.2,70.9,0,A
25,M,175.3,74.3,0,A
38,M,174.8,74,0,A
28,F,162.5,52.3,0,B
28,M,179.4,67.4,1,C
23,M,172.7,77.9,0,A
28,F,156.8,57.3,1,C
27,M,184.5,81.5,1,B
48,M,168.5,61.6,1,C
26,F,163.9,53.68,0,A
38,F,158.7,50.7,0,D
53,M,168,73.1,0,D
22,F,161.4,54.5,0,B
31,M,179.4,103.6,1,C
33,M,171.5,72.9,0,A
21,F,170.2,55.1,1,A
36,F,157.3,52.2,0,A
55,F,162.3,54.2,1,C
24,M,172.7,88.3,0,D
22,F,153.3,50.7,0,D
22,M,176,76.3,1,C
59,M,178.2,78.8,0,D
31,F,163.8,55.1,1,A
33,M,163.4,72.6,0,D
30,M,182.8,76.4,0,A
21,M,169.8,74.8,0,D
46,F,162.5,74.1,0,D
21,M,177.7,63.6,0,D
22,F,151.9,45,0,A
36,F,162,53.6,0,A
25,F,166.1,62.5,1,C
21,M,172.6,82.1,1,C
25,F,163.5,58.6,0,B
23,M,180.7,76,1,C
45,M,165.7,63.3,1,B
26,F,156.2,46.5,1,C
62,F,161.4,68.86,0,D
28,M,181,66.8,0,A
25,F,166.4,58.04,1,A
21,M,168.6,69.9,1,B
54,M,169.4,71.2,0,A
39,M,183.9,82.6,1,B
48,M,167.4,73.1,0,D
27,F,166.6,66.4,0,D
37,M,177.2,70.4,0,A
47,M,180,68.6,0,B
48,F,165.9,60.32,1,A
55,F,149.6,46.7,0,B
23,F,165.2,56.04,0,D
21,M,177.3,67,0,D
30,M,176,66.1,1,B
59,F,157.2,55.8,0,D
21,M,177.9,65.4,1,C
37,M,168.3,72.6,1,C
39,M,170.7,74.3,1,B
21,M,183.8,86.2,1,C
24,M,167.7,68.9,1,C
25,F,164.2,50.4,0,D
24,M,171.8,63.8,0,D
51,F,150,50.3,0,B
21,M,171.4,79.9,1,C
36,M,182,82.9,0,A
23,F,163.9,46,1,C
21,F,165.8,61.6,1,C
21,M,184.7,66.8,0,D
30,M,193.8,93.4,1,C
26,M,178.4,84.8,0,A
25,F,163.2,52.3,0,A
27,M,179.5,71.7,1,C
27,F,168.5,49.44,0,A
21,F,162.1,73,0,D
37,M,173.3,68.2,0,A
44,M,167,57.4,0,D
60,M,165.9,61.3,0,B
40,M,166.7,62.8,0,A
29,F,152.6,50.9,0,A
23,F,166.1,51.1,0,D
63,M,167.5,71,0,D
22,M,166.9,65.6,0,D
63,F,159.2,46.7,0,D
32,M,166.8,80.5,0,A
44,M,167,69,0,D
26,M,175.6,85.8,0,D
41,F,159.4,53.1,1,C
33,M,177.7,82.76,0,A
39,M,176.8,77.9,0,A
64,F,156,55.1,0,D
28,F,169,56.1,0,B
60,F,159.3,59.6,1,A
32,F,169,65.2,1,C
50,F,161.5,54.26,0,B
38,M,178,85,1,C
54,F,162,66.1,0,D
32,F,152.7,65.34,0,D
27,M,179.5,69.3,1,C
44,M,174.3,66.7,1,C
50,M,164.9,68.1,0,A
55,M,166.7,56.04,1,C
28,F,153.9,48.3,0,D
27,M,179,80,0,A
26,M,167.5,66,0,D
23,M,177.9,75.96,1,C
42,F,158,93.1,0,D
39,M,170.5,77.2,1,B
28,F,164.5,44,0,B
64,M,162.3,59.4,1,C
23,M,176.5,76.3,1,C
44,F,159,56.8,1,A
21,F,170.2,64.2,1,A
31,M,176.9,70.9,1,B
24,M,177.7,84.5,0,D
63,F,157.8,49.2,0,A
55,F,162.9,68.8,0,D
62,F,166.8,58.2,0,B
49,F,163.8,55.1,0,D
23,F,159.5,52.8,0,D
51,F,157.8,62,0,D
42,M,178.8,68.6,1,B
45,M,171,82,0,D
46,M,168.6,64.5,0,B
22,F,165.2,48.3,0,A
58,M,166.3,73.6,1,C
58,M,166.2,61.2,1,C
26,M,175.4,78.8,0,A
27,F,162.1,70.9,0,D
43,M,172.8,73.1,0,D
64,F,153,52.3,0,A
24,F,160.2,52.8,0,B
25,F,154.3,47.2,0,A
31,M,173.8,67.6,1,B
35,M,164.2,75.1,0,A
46,M,176.1,69.7,0,B
56,M,165.2,61.6,1,C
38,M,176.4,79,0,D
44,M,176,75.18,0,A
28,M,171.4,62.1,0,A
24,M,170.1,54.2,0,A
45,M,177.6,89.2,0,D
35,F,162.3,54.2,0,B
28,M,163.4,59.7,1,C
53,F,157.3,56.2,0,B
49,F,153.1,53.8,1,C
50,F,161.5,53.5,0,A
23,M,183.4,77.3,0,D
34,F,157.2,43.9,0,B
60,M,171.6,70.6,0,B
37,M,168.6,69.14,1,B
37,M,174.4,83.8,0,D
22,F,165.4,61,1,C
22,F,161.9,63.5,1,C
35,M,173.8,68.7,0,D
64,M,167.2,71,0,B
21,F,157.2,48.5,0,B
21,F,163.8,61.8,0,B
42,F,163,57.6,0,D
22,M,166.7,62.3,0,D
28,F,162.9,54.4,0,A
26,M,181.1,72.12,1,C
42,M,172.3,72.8,0,D
24,M,173.5,81.7,0,D
38,M,178.5,97.8,1,B
22,M,172.8,62.9,0,D
35,F,154.1,50.4,0,B
22,F,153.6,52,0,B
22,M,172.7,73.7,1,C
24,M,175.4,89.3,0,D
46,F,162.3,68.2,0,D
25,M,177,66.4,1,C
58,F,148.3,62.4,0,D
27,M,180.7,84.5,1,C
25,F,157.8,58.5,1,A
57,F,153.1,52.78,0,A
54,M,165.7,68.1,0,D
24,F,169,55.6,1,A
64,M,160,62.2,0,B
42,M,162.3,67.3,0,A
30,M,171.2,69.3,1,B
60,M,164.5,60.8,1,C
22,F,163.6,63.7,0,D
42,M,179.1,98.1,0,D
22,F,164.1,50.9,1,C
22,M,179.5,77.9,0,A
22,F,166,55.7,0,D
42,M,160,64.2,1,C
29,F,154.2,49.3,0,B
25,M,177,76.16,1,C
26,M,174.9,72.4,0,A
29,M,179.7,80.2,0,A
63,F,147.3,52.1,0,D
23,F,157.5,46.2,0,D
26,F,161.5,46,0,D
47,F,165.3,69.3,0,D
22,M,165.7,71.1,1,C
54,M,167.8,52.9,0,D
60,M,170.3,68.9,0,B
55,M,166.8,59.5,1,C
51,F,170.5,66.5,0,D
44,M,180.5,78.7,1,C
25,F,162.5,51.6,0,B
26,M,180.2,70.96,0,A
24,M,173.9,76.1,0,A
41,M,183,90.9,0,D
21,M,176.1,82.8,0,A
35,M,168.6,70.8,0,A
23,M,174.6,75.6,1,B
59,M,171.2,69.1,0,D
50,F,153.1,50.2,0,D
26,F,157.9,49.5,0,A
22,M,169.5,66.7,0,A
36,M,171.1,62.5,1,B
23,M,169.2,57.48,0,D
39,M,175,65.5,1,C
40,F,155,91.9,0,D
30,M,175,70.3,0,A
55,M,169.7,64.4,0,A
22,F,164.2,55.9,1,C
33,M,162.3,70.2,1,B
50,M,170.4,87.7,0,D
60,M,168.3,68,1,C
50,M,178.3,85.7,0,A
21,M,171,69.8,0,A
32,M,189.1,117.4,0,D
26,M,176.7,74.88,0,A
35,M,178.2,81.9,1,B
64,M,183.5,75.4,0,A
27,M,173.1,71.2,0,A
60,M,165.4,62.5,0,D
53,F,151.9,58.6,0,B
57,F,160.8,59.6,0,D
21,M,168.3,67.2,0,D
55,M,180.7,66.8,1,C
21,F,155.3,54.3,0,B
51,M,179.3,79.3,1,C
37,F,156.1,53.8,0,B
42,F,169.5,55.56,0,D
62,M,176.7,69,1,C
31,M,175,95.7,0,D
31,M,164.6,66.6,1,C
58,M,163.1,58.2,0,A
33,M,180.3,70.5,1,C
28,M,175,67,0,D
38,M,172.5,74.1,1,C
39,F,155.7,45.8,0,B
64,M,164.5,67.6,1,C
62,M,163,60.1,0,A
57,F,160.1,43.7,0,B
57,F,163.9,62.1,0,D
28,F,157.1,52.1,0,B
21,F,164,59.1,1,A
54,F,159.3,66.7,0,D
26,F,170,62.98,1,A
49,F,158,52.4,1,C
50,M,172.5,74.2,1,C
26,M,170.4,66.9,1,C
26,M,165.3,63.5,1,C
29,M,167.7,67.8,1,C
41,F,160.8,56.9,1,A
55,F,158.2,64.4,0,D
63,F,148.2,51.96,0,D
37,M,172.5,70.3,1,B
50,F,160.7,63.6,0,D
22,M,173.2,73.7,1,C
28,M,178.9,71.4,1,B
27,M,182.1,82.6,1,C
26,M,172.4,74.02,0,A
21,M,170.1,81,0,D
38,F,159.6,49.5,1,C
30,F,168.3,60.5,1,A
55,F,153.5,50.78,1,C
62,F,154.3,53.3,0,A
23,M,178.6,77,1,C
21,F,161.8,62.28,1,A
42,M,184.7,91.6,1,B
21,M,172.9,76.4,0,D
29,M,173,72.1,0,A
22,F,163.8,75.1,0,D
21,F,160.9,48.04,0,A
26,F,160,46.86,0,A
54,F,159.6,48.38,1,C
25,M,179.6,82.88,1,B
26,M,167,65.7,1,C
53,M,174,87.3,0,D
44,M,170.8,73.5,1,C
21,M,181.9,63.4,0,D
22,M,171.6,78,1,C
24,F,167,59.3,1,A
24,M,171.8,71.7,1,C
52,F,150.8,68.8,0,D
48,M,176.7,80.6,0,B
34,M,153.1,70.2,0,D
61,M,167.7,67.7,0,B
44,M,176.1,74.4,0,A
57,F,151.8,40.3,1,C
37,M,177.9,78.3,0,A
60,F,152.3,49.5,0,D
37,M,165.4,64.9,0,A
30,M,180.7,100.2,1,B
61,M,168.6,78.3,0,B
38,M,171,74.7,0,A
47,F,163.3,55.4,0,D
56,F,157.6,58.1,0,B
51,F,147,64.4,0,D
48,M,165,59.3,0,B
27,M,172.2,71.28,1,B
25,F,169,55.7,1,A
49,M,173.7,76.2,1,C
26,F,163.8,74.1,0,B
56,F,152.3,61.3,0,B
24,M,175.9,75.4,0,D
23,F,155.2,49.6,0,A
60,M,168.5,79.1,0,D
24,M,180.1,71.9,0,A
46,M,175.7,65.2,0,D
64,M,165.1,67.8,1,C
24,M,185.2,95,0,D
34,F,161.9,57.3,1,C
40,M,177.3,85,0,D
28,F,159.2,68.7,1,A
24,F,164.7,62.4,0,D
26,M,158.8,56.8,0,A
58,F,162.6,71.3,0,D
26,M,181.7,65.68,0,D
40,M,167.9,68.2,1,C
27,F,161.4,65.5,1,A
61,M,177.7,71.4,1,C
21,M,182.8,68.9,0,D
25,M,175.3,63.4,1,B
26,M,180.2,79.1,1,B
21,M,176.2,94.5,0,D
48,F,160,57.34,1,C
61,M,170.5,76.5,0,B
23,M,174.2,75.5,1,C
61,M,167.6,67.46,0,B
21,F,160.3,52,0,A
37,F,162.8,53,0,B
49,F,154.9,67.3,0,D
38,F,169.7,69.1,1,C
47,F,159.1,57,0,B
27,M,176.4,85.5,0,D
63,M,169,49.7,1,C
27,M,180.3,92.4,1,B
45,M,174.9,81.1,0,D
34,M,178.5,89.9,1,B
50,M,176.3,80.4,0,D
25,F,155.1,48.1,0,B
54,F,158.1,55.2,0,D
23,M,177.4,75.5,0,A
21,M,169.3,59.6,0,D
26,M,174.2,73.2,0,A
26,M,182.9,77.32,0,A
21,M,179.8,70.3,1,C
23,M,168.1,53.7,1,B
25,F,164.6,61.8,1,A
31,M,181,80.3,1,C
21,M,164.6,62.9,0,A
40,M,172,67.8,1,B
62,F,165.3,65.5,0,B
28,M,168,71,0,A
22,F,155,51.7,0,B
34,M,170.6,75.5,1,C
60,M,163.6,69.76,0,B
43,M,170.2,83.6,0,D
22,M,181.3,64.8,1,B
25,M,171.7,87.5,1,B
60,F,157.4,63.5,0,B
56,F,155.7,57.9,1,C
38,F,159,52.96,1,C
47,M,164.2,64.7,0,D
46,F,157.9,50.7,0,B
31,M,180.5,78.5,1,B
39,M,167,58.4,1,C
22,M,180.4,76.4,1,C
28,M,184.1,72.98,1,C
24,F,160,62.5,0,B
28,F,164,56.3,1,A
33,M,180.4,69.72,1,C
26,M,170,55.7,1,B
35,F,163.3,54.9,0,A
48,M,172,76.4,0,D
61,M,167.4,80.8,0,B
51,M,160.9,73.44,0,D
25,M,164.4,63.4,1,C
22,F,162,53.8,1,C
54,M,168.2,73.4,0,D
28,F,168.1,71.3,1,C
54,M,164,66.7,0,A
56,F,163.6,54.2,0,D
27,M,171,67.6,1,B
26,M,166,83.6,1,B
63,M,167.5,74.8,0,D
28,M,171.5,71.8,1,C
61,F,161.1,64.4,1,A
25,F,157.9,42.6,1,C
35,M,181.5,76.7,1,C
59,F,161.3,51.4,0,D
23,F,155.6,52.5,0,B
58,F,153.9,53.8,0,A
37,M,180.8,73.3,0,D
22,M,178.7,74.8,1,B
